id	name	description	characterType	thumbnail
c9ca75b2-b96c-11e4-a802-0aaa78deedf9	Golf Bad Shot	Bad Shot Reaction Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116990902/static.png
c9ca76d1-b96c-11e4-a802-0aaa78deedf9	Golf Bad Shot	Bad Shot Reaction Var 3	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116990903/static.png
c9ca5bbf-b96c-11e4-a802-0aaa78deedf9	Golf Chip	Big Chip Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116930904/static.png
c9c77904-b96c-11e4-a802-0aaa78deedf9	Golf Chip	Golf Swing Chip Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/106930901/static.png
c9c9d262-b96c-11e4-a802-0aaa78deedf9	Golf Chip	Golf Swing Chip Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116930901/static.png
c9ca5a94-b96c-11e4-a802-0aaa78deedf9	Golf Chip	Medium Chip Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116930903/static.png
c9ca5964-b96c-11e4-a802-0aaa78deedf9	Golf Chip	Short Chip Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116930902/static.png
c9ca614b-b96c-11e4-a802-0aaa78deedf9	Golf Drive	Big Drive	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116940905/static.png
c9c9e81d-b96c-11e4-a802-0aaa78deedf9	Golf Drive	Golf Swing Drive Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116940901/static.png
c9c78858-b96c-11e4-a802-0aaa78deedf9	Golf Drive	Long Distance Golf Drive	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/106940901/static.png
c9ca5fe2-b96c-11e4-a802-0aaa78deedf9	Golf Drive	Medium Drive	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116940904/static.png
c9ca5e77-b96c-11e4-a802-0aaa78deedf9	Golf Drive	Short Driving Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116940903/static.png
c9ca5d02-b96c-11e4-a802-0aaa78deedf9	Golf Drive	Standard Drive	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116940902/static.png
c9ca6731-b96c-11e4-a802-0aaa78deedf9	Golf Drive Setup	Drive Pre-Shot Setup	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116960901/static.png
c9ca68b5-b96c-11e4-a802-0aaa78deedf9	Golf Drive Setup	Drive Pre-Shot Setup	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116960902/static.png
c9ca77de-b96c-11e4-a802-0aaa78deedf9	Golf Post Shot	Post-Shot Course Correction Var 1	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116990904/static.png
c9ca78f8-b96c-11e4-a802-0aaa78deedf9	Golf Post Shot	Post-Shot Course Correction Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116990905/static.png
c9ca7a0c-b96c-11e4-a802-0aaa78deedf9	Golf Post-Swing	Post-Swing Stance	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116990906/static.png
c9ca7b19-b96c-11e4-a802-0aaa78deedf9	Golf Post-Swing	Post-Swing Victory Stance	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116990907/static.png
c9ca7d50-b96c-11e4-a802-0aaa78deedf9	Golf Pre-Putt	Putt Pre-Shot Grading Routine	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117000902/static.png
c9ca7c38-b96c-11e4-a802-0aaa78deedf9	Golf Pre-Putt	Putt Pre-Shot Looking Routine	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117000901/static.png
c9c9de66-b96c-11e4-a802-0aaa78deedf9	Golf Putt	Golf Swing Putt Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116950901/static.png
c9ca65b8-b96c-11e4-a802-0aaa78deedf9	Golf Putt	Long Putting Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116950904/static.png
c9ca643c-b96c-11e4-a802-0aaa78deedf9	Golf Putt	Medium Putting Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116950903/static.png
c9ca62c6-b96c-11e4-a802-0aaa78deedf9	Golf Putt	Short Putting Shot	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116950902/static.png
c9ca7048-b96c-11e4-a802-0aaa78deedf9	Golf Putt Failure	Post-Putting Failed Shot Gesture Var 1	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116980905/static.png
c9ca7157-b96c-11e4-a802-0aaa78deedf9	Golf Putt Failure	Post-Putting Failed Shot Gesture Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116980906/static.png
c9ca726a-b96c-11e4-a802-0aaa78deedf9	Golf Putt Victory	Post-Putting Emotional Victory Gesture	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116980907/static.png
c9ca6df5-b96c-11e4-a802-0aaa78deedf9	Golf Putt Victory	Post-Putting Victory Gesture Var 1	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116980902/static.png
c9ca6f2d-b96c-11e4-a802-0aaa78deedf9	Golf Putt Victory	Post-Putting Victory Gesture Var 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116980903/static.png
c9ca6cc3-b96c-11e4-a802-0aaa78deedf9	Golf Putting Victory	Putt Post-Shot Victory Gesture	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116980901/static.png
c9ca6a2d-b96c-11e4-a802-0aaa78deedf9	Golf Tee Up	Placing Tee Into The Ground	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116970901/static.png
c9ca6b7d-b96c-11e4-a802-0aaa78deedf9	Golf Tee Up	Placing Tee Into The Ground	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116970902/static.png
c9c66672-b96c-11e4-a802-0aaa78deedf9	Goofy Running	Feminine Scared Cartoon-Like Goofy Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101990901/static.png
c9c6af36-b96c-11e4-a802-0aaa78deedf9	Grab And Put Back Rifle	Grabbing Rifle From Shoulder And Putting Away	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103530909/static.png
c9ca9b8a-b96c-11e4-a802-0aaa78deedf9	Grab And Slam	Grabbing And Slamming Someone To The Ground	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119810901/static.png
c9c6aabc-b96c-11e4-a802-0aaa78deedf9	Grab Rifle And Put Back	Grabbing Rifle From Back And Putting Away	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103530903/static.png
c9c6a93f-b96c-11e4-a802-0aaa78deedf9	Grab Rifle From Back	Standing To Ready Pose Grabbing Rifle From The Back	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103530901/static.png
c9c6adbe-b96c-11e4-a802-0aaa78deedf9	Grab Rifle From Behind Shoulder	Grabbing Rifle From Behind The Shoulder	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103530907/static.png
c9c6ab8b-b96c-11e4-a802-0aaa78deedf9	Grab Rifle From The Side	Standing To Ready Pose Grabbing Rifle From Side	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103530904/static.png
c9c6ad00-b96c-11e4-a802-0aaa78deedf9	Grab Rifle From The Side And Put Back	Grabbing Rifle From Side And Putting Back	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103530906/static.png
c9c864bb-b96c-11e4-a802-0aaa78deedf9	Grabbing Ammo	Rummaging For Ammo To Aiming	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130050901/static.png
c9c8d70a-b96c-11e4-a802-0aaa78deedf9	Grabbing Pistol	Quickly Grabbing A Pistol On The Floor And Taking Aim	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/136270901/static.png
c9cc79c9-b96c-11e4-a802-0aaa78deedf9	Great Sword 180 Turn	Great Sword Run 180 Turn	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122290901/static.png
c9cc7600-b96c-11e4-a802-0aaa78deedf9	Great Sword 180 Turn	Great Sword Walk 180 Turn	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122240901/static.png
c9cc98d6-b96c-11e4-a802-0aaa78deedf9	Great Sword Attack	Great Sword Hilt Melee	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122640901/static.png
c9cc8232-b96c-11e4-a802-0aaa78deedf9	Great Sword Blocking	Great Sword Block To Standing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122400901/static.png
c9cc815e-b96c-11e4-a802-0aaa78deedf9	Great Sword Blocking	Great Sword Blocking Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122390901/static.png
c9cc8097-b96c-11e4-a802-0aaa78deedf9	Great Sword Blocking	Great Sword Standing To Block	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122380901/static.png
c9cc975d-b96c-11e4-a802-0aaa78deedf9	Great Sword Casting	Great Sword Spell Casting	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122620901/static.png
c9cc8997-b96c-11e4-a802-0aaa78deedf9	Great Sword Crouching	Great Sword Block To Crouch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122500901/static.png
c9cc86a5-b96c-11e4-a802-0aaa78deedf9	Great Sword Crouching	Great Sword Crouch Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122460901/static.png
c9cc8822-b96c-11e4-a802-0aaa78deedf9	Great Sword Crouching	Great Sword Crouch To Block	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122480901/static.png
c9cc85e9-b96c-11e4-a802-0aaa78deedf9	Great Sword Crouching	Great Sword Crouch To Stand	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122450901/static.png
c9cc88df-b96c-11e4-a802-0aaa78deedf9	Great Sword Crouching	Great Sword Crouching Block Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122490901/static.png
c9cc852c-b96c-11e4-a802-0aaa78deedf9	Great Sword Crouching	Great Sword Stand To Crouch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122440901/static.png
c9cc8d52-b96c-11e4-a802-0aaa78deedf9	Great Sword High Spin Attack	Great Sword High Spin Attack From Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122550901/static.png
c9cc95e9-b96c-11e4-a802-0aaa78deedf9	Great Sword Idle	Great Sword Admiring Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122600901/static.png
c9cc7140-b96c-11e4-a802-0aaa78deedf9	Great Sword Idle	Great Sword Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122190901/static.png
c9cc946d-b96c-11e4-a802-0aaa78deedf9	Great Sword Idle	Great Sword Look Around Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122580901/static.png
c9cc96a6-b96c-11e4-a802-0aaa78deedf9	Great Sword Idle	Great Sword Look Around Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122610901/static.png
c9cc952d-b96c-11e4-a802-0aaa78deedf9	Great Sword Idle	Great Sword Strike A Pose Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122590901/static.png
c9cc82f0-b96c-11e4-a802-0aaa78deedf9	Great Sword Impact	Great Sword Blocked Impact	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122410901/static.png
c9cc8a56-b96c-11e4-a802-0aaa78deedf9	Great Sword Impact	Great Sword Crouching Blocked Impact	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122510901/static.png
c9cc8b14-b96c-11e4-a802-0aaa78deedf9	Great Sword Impact	Great Sword Crouching Unblocked Impact	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122520901/static.png
c9cc8471-b96c-11e4-a802-0aaa78deedf9	Great Sword Impact	Great Sword Head Impact	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122430901/static.png
c9cc83b2-b96c-11e4-a802-0aaa78deedf9	Great Sword Impact	Great Sword Unblocked Impact	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122420901/static.png
c9cc7cd9-b96c-11e4-a802-0aaa78deedf9	Great Sword Jump	Great Sword Jump	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122330901/static.png
c9cc7c0e-b96c-11e4-a802-0aaa78deedf9	Great Sword Jump	Great Sword Running Jump	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122320901/static.png
c9cc8bd6-b96c-11e4-a802-0aaa78deedf9	Great Sword Jump Attack	Great Sword Jump Attack From Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122530901/static.png
c9cc93ac-b96c-11e4-a802-0aaa78deedf9	Great Sword Kick	Great Sword Side Kick	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122570901/static.png
c9cc92cb-b96c-11e4-a802-0aaa78deedf9	Great Sword Kick	Great Sword Spin Kick	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122560901/static.png
c9cc9819-b96c-11e4-a802-0aaa78deedf9	Great Sword Power Up	Great Sword Powering Up	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122630901/static.png
c9cc7906-b96c-11e4-a802-0aaa78deedf9	Great Sword Run	Great Sword Bacward Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122280901/static.png
c9cce2a9-b96c-11e4-a802-0aaa78deedf9	Great Sword Run	Great Sword Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122270902/static.png
c9cc7e5c-b96c-11e4-a802-0aaa78deedf9	Great Sword Slash	Great Sword Combo Slash	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122350901/static.png
c9cc8764-b96c-11e4-a802-0aaa78deedf9	Great Sword Slash	Great Sword Crouching Slash	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122470901/static.png
c9cc7d9c-b96c-11e4-a802-0aaa78deedf9	Great Sword Slash	Great Sword Downward Slash	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122340901/static.png
c9cc7f1e-b96c-11e4-a802-0aaa78deedf9	Great Sword Slash	Great Sword Low Slash	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122360901/static.png
c9cc7fdc-b96c-11e4-a802-0aaa78deedf9	Great Sword Slash	Great Sword Power Slash	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122370901/static.png
c9cc8c95-b96c-11e4-a802-0aaa78deedf9	Great Sword Slide Attack	Great Sword Low Slide Attack From Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122540901/static.png
c9cc7a8d-b96c-11e4-a802-0aaa78deedf9	Great Sword Strafe	Great Sword Strafe Left Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122300901/static.png
c9cc747b-b96c-11e4-a802-0aaa78deedf9	Great Sword Strafe	Great Sword Strafe Left Walk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122220901/static.png
c9cc7b4d-b96c-11e4-a802-0aaa78deedf9	Great Sword Strafe	Great Sword Strafe Right Run	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122310901/static.png
c9cc753e-b96c-11e4-a802-0aaa78deedf9	Great Sword Strafe	Great Sword Strafe Right Walk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122230901/static.png
c9cc7780-b96c-11e4-a802-0aaa78deedf9	Great Sword Turn	Great Sword 90 Degree Left Turn	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122260901/static.png
c9cc76c0-b96c-11e4-a802-0aaa78deedf9	Great Sword Turn	Great Sword 90 Degree Right Turn	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122250901/static.png
c9cc73a7-b96c-11e4-a802-0aaa78deedf9	Great Sword Walk	Great Sword Backward Walk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122210901/static.png
c9cc7257-b96c-11e4-a802-0aaa78deedf9	Great Sword Walk	Great Sword Walk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/122200901/static.png
c9c6a2cf-b96c-11e4-a802-0aaa78deedf9	Grenade Throw	Throwing A Grenade While Kneeling Pulling Pin With Teeth	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103360901/static.png
c9c6a383-b96c-11e4-a802-0aaa78deedf9	Grenade Throw	Throwing A Grenade While Kneeling Pulling Pin With Teeth	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/103360902/static.png
c9c889b1-b96c-11e4-a802-0aaa78deedf9	Grenade Throw	Throwing A Grenade While Walking	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116640901/static.png
c9c77a86-b96c-11e4-a802-0aaa78deedf9	Guitar Playing	Playing A Guitar	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/111490901/static.png
c9c77821-b96c-11e4-a802-0aaa78deedf9	Guitar Playing	Playing The Bass Guitar	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/111430901/static.png
c9c638d4-b96c-11e4-a802-0aaa78deedf9	Gunplay	Cover To Shooting	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101450906/static.png
c9c6bdd2-b96c-11e4-a802-0aaa78deedf9	Gunplay	Duck And Look Around Apprehensively	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/104290901/static.png
c9c63594-b96c-11e4-a802-0aaa78deedf9	Gunplay	Gunplay With Remington Shotgun	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101420901/static.png
c9c63736-b96c-11e4-a802-0aaa78deedf9	Gunplay	Male Kneeling Fantasy Gunplay With Hand Cannon	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101430902/static.png
c9c63669-b96c-11e4-a802-0aaa78deedf9	Gunplay	Male Standing Fantasy Gunplay With Hand Cannon	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101430901/static.png
c9c639a9-b96c-11e4-a802-0aaa78deedf9	Gunplay	Shooting	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101450907/static.png
c9c63806-b96c-11e4-a802-0aaa78deedf9	Gunplay	Standing Shooting Rapid Fire	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101450905/static.png
c9c63a74-b96c-11e4-a802-0aaa78deedf9	Gunplay	Standing Shooting Rapid Fire	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101450908/static.png
c9c79ba5-b96c-11e4-a802-0aaa78deedf9	Hand Raising	Raising A Hand	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113370901/static.png
c9c90a7c-b96c-11e4-a802-0aaa78deedf9	Hands Forward Gesture	Two Handed Forward Gesture	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117200901/static.png
c9c66f7b-b96c-11e4-a802-0aaa78deedf9	Hanging	Hanging Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/102110902/static.png
c9c98bd7-b96c-11e4-a802-0aaa78deedf9	Hanging Idle	Hanging By Hands Against Wall	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118590901/static.png
c9c98f5f-b96c-11e4-a802-0aaa78deedf9	Hanging Idle	Hanging By Hands Gently Swaying	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118560901/static.png
c9c80676-b96c-11e4-a802-0aaa78deedf9	Hanging Idle	Hanging From A Ledge Idle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/114390901/static.png
c9c98a38-b96c-11e4-a802-0aaa78deedf9	Happy	Standing Happily	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117920901/static.png
c9c91ba2-b96c-11e4-a802-0aaa78deedf9	Happy Hand Gesture	Happy Forward Hand Gesture	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117060901/static.png
c9ccf37e-b96c-11e4-a802-0aaa78deedf9	Happy Idle	Happy Idle Variation 1	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123900901/static.png
c9ccf445-b96c-11e4-a802-0aaa78deedf9	Happy Idle	Happy Idle Variation 2	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123910901/static.png
c9ccf510-b96c-11e4-a802-0aaa78deedf9	Happy Right Turn	Turning Right	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123920901/static.png
c9cceeed-b96c-11e4-a802-0aaa78deedf9	Happy Walk	Happy Walking Forward	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123820901/static.png
c9ccf075-b96c-11e4-a802-0aaa78deedf9	Happy Walk Backward	Backward Happy Walk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123850901/static.png
c9ccefb2-b96c-11e4-a802-0aaa78deedf9	Happy Walk Forward Arc Left	Happy Walking Forward Arc Left	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/123840901/static.png
c9c912b9-b96c-11e4-a802-0aaa78deedf9	Hard Head Nod	Hard Head Nod Yes	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117130901/static.png
c9c99c82-b96c-11e4-a802-0aaa78deedf9	Hard Landing	Mid-Air Falling To A Hard Landing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118150901/static.png
c9c9d323-b96c-11e4-a802-0aaa78deedf9	Hard Landing	Mid-Air Falling To A Hard Landing Game Blend	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/118150902/static.png
c9cc0fd8-b96c-11e4-a802-0aaa78deedf9	Harvesting	Harvesting With A Sythe	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/121610901/static.png
c9ca5210-b96c-11e4-a802-0aaa78deedf9	Having A Meeting, Female	Having A Meeting W/ Another At A Desk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119580902/static.png
c9ca50c4-b96c-11e4-a802-0aaa78deedf9	Having A Meeting, Male	Having A Meeting W/ Another At A Desk	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/119580901/static.png
c9c90efc-b96c-11e4-a802-0aaa78deedf9	Head Gesture	Gesturing Head Side To Side	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117300901/static.png
c9cb516e-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Big Hit To The Head From A Left Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910902/static.png
c9cb53b0-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Big Hit To The Head From A Right Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910905/static.png
c9cb56e9-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Big Hit To The Head From A Straight Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910908/static.png
c9cb52f3-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Light Hit To The Head From A Left Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910904/static.png
c9cb5616-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Light Hit To The Head From A Right Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910907/static.png
c9cb5867-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Light Hit To The Head From A Straight Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910910/static.png
c9cb5234-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Medium Hit To The Head From A Left Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910903/static.png
c9cb546f-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Medium Hit To The Head From A Right Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910906/static.png
c9cb57a9-b96c-11e4-a802-0aaa78deedf9	Head Hit	Receiving A Medium Hit To The Head From A Straight Punch	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116910909/static.png
c9c90d7b-b96c-11e4-a802-0aaa78deedf9	Head Nod Yes	Nodding Head Yes	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/117120901/static.png
c9c888f7-b96c-11e4-a802-0aaa78deedf9	Head Spinning	Breakdance Head Spin	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116400902/static.png
c9c722ef-b96c-11e4-a802-0aaa78deedf9	Headbutt	Illegal Headbutt With Step	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/110420901/static.png
c9cc3045-b96c-11e4-a802-0aaa78deedf9	Header	Idle Soccer Header	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/112540901/static.png
c9cb5da4-b96c-11e4-a802-0aaa78deedf9	Header Soccerball	Juggling Header Of A Soccer Ball	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120880901/static.png
c9cb6176-b96c-11e4-a802-0aaa78deedf9	Header Soccerball	Juggling Header Of A Soccer Ball	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/120940901/static.png
c9c88bf1-b96c-11e4-a802-0aaa78deedf9	Headspin End	Breakdance Headspin End	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116400903/static.png
c9c880c1-b96c-11e4-a802-0aaa78deedf9	Headspin Start	Breakdance Headspin Start	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/116400901/static.png
c9c789d5-b96c-11e4-a802-0aaa78deedf9	Heavy Weapon Swing	Two Handed Heavy Weapon Swing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/111030901/static.png
c9c7a9d4-b96c-11e4-a802-0aaa78deedf9	Hell Slammer A	Hell Slammer Attacker	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113690901/static.png
c9c7f035-b96c-11e4-a802-0aaa78deedf9	Hell Slammer B	Hell Slammer Victim	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/113690902/static.png
c9c85d41-b96c-11e4-a802-0aaa78deedf9	Helping Out	Helping Someone Into A Vehicle	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130170901/static.png
c9c8469a-b96c-11e4-a802-0aaa78deedf9	Hiding	Crouched Hiding To Ducking	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130470901/static.png
c9c85003-b96c-11e4-a802-0aaa78deedf9	Hiding Grab	Grabs Radio While Hiding	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/130480901/static.png
c9c65cae-b96c-11e4-a802-0aaa78deedf9	Hip Hop Dancing	Female Hip Hop 'Arm Wave' Dancing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101960901/static.png
c9c65d8a-b96c-11e4-a802-0aaa78deedf9	Hip Hop Dancing	Female Hip Hop 'Body Wave' Dancing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101960902/static.png
c9c65e61-b96c-11e4-a802-0aaa78deedf9	Hip Hop Dancing	Female Hip Hop 'Kick Step' Dancing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101960903/static.png
c9c65f2a-b96c-11e4-a802-0aaa78deedf9	Hip Hop Dancing	Female Hip Hop 'Raise The Roof' Dancing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101960904/static.png
c9c65ff3-b96c-11e4-a802-0aaa78deedf9	Hip Hop Dancing	Female Hip Hop 'Rib Pops' Dancing	human	https://d99n9xvb9513w.cloudfront.net/thumbnails/motions/101960905/static.png
